Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination
Rated bullet game,https://lichess.org/LSZR9AF6,2024.09.02,?,obm4,talmizrahi1,0-1,2024.09.02,19:20:47,1340,1366,-5,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/TujresCK,2024.09.02,?,talmizrahi1,adrianknap,1-0,2024.09.02,19:19:12,1360,1365,+6,-6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/yOawz3J2,2024.09.02,?,talmizrahi1,Chess_in_Spaaaaaaace,0-1,2024.09.02,19:18:10,1365,1404,-5,+6,Standard,60+0,B02,Normal
Rated bullet game,https://lichess.org/xfJW03q4,2024.09.02,?,talmizrahi1,jaggedappliance,0-1,2024.09.02,18:44:29,1371,1401,-6,+5,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/wqPH52GK,2024.09.02,?,TallChild,talmizrahi1,1-0,2024.09.02,18:42:17,1391,1376,+14,-5,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/cwtnGEpJ,2024.09.02,?,ysrtll,talmizrahi1,1-0,2024.09.02,18:40:12,1325,1383,+7,-7,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/jpVMkouo,2024.09.02,?,fengolly,talmizrahi1,0-1,2024.09.02,18:37:53,1288,1378,-5,+5,Standard,60+0,B21,Normal
Rated bullet game,https://lichess.org/vBJasqsN,2024.09.02,?,talmizrahi1,a_snyde,0-1,2024.09.02,18:35:56,1384,1386,-6,+6,Standard,60+0,C42,Normal
Rated bullet game,https://lichess.org/tlrwZm7A,2024.09.02,?,talmizrahi1,Natof,0-1,2024.09.02,18:33:56,1389,1424,-5,+5,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/EA8TtAkq,2024.09.02,?,DONDEEPAK,talmizrahi1,0-1,2024.09.02,17:48:05,1341,1384,-5,+5,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/Iex6zrK5,2024.09.02,?,talmizrahi1,HeliosOfMidnight,0-1,2024.09.02,17:44:45,1390,1390,-6,+5,Standard,60+0,C68,Normal
Rated bullet game,https://lichess.org/DEMJPcA0,2024.09.02,?,i8chess,talmizrahi1,1-0,2024.09.02,12:19:11,1485,1394,+5,-4,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/qLkwyp0I,2024.09.02,?,talmizrahi1,ifoski,1-0,2024.09.02,12:16:10,1388,1418,+6,-6,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/pRUKWp5B,2024.09.02,?,jj71,talmizrahi1,0-1,2024.09.02,12:13:55,1255,1384,-4,+4,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/dM4Ph1eO,2024.09.02,?,johncyr,talmizrahi1,1-0,2024.09.02,12:11:31,1440,1389,+5,-5,Standard,60+0,A04,Normal
Rated bullet game,https://lichess.org/SgOPWjL3,2024.09.02,?,talmizrahi1,Mohammad1355,0-1,2024.09.02,12:09:07,1394,1447,-5,+5,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/yJs5xqw3,2024.09.02,?,talmizrahi1,vimcee,0-1,2024.09.02,12:07:09,1399,1433,-5,+5,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/0QWh6oLn,2024.09.02,?,talmizrahi1,digimike1960,0-1,2024.09.02,12:05:13,1405,1357,-6,+7,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/KYhhndnF,2024.09.02,?,digimike1960,talmizrahi1,0-1,2024.09.02,12:03:02,1362,1400,-5,+5,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/Fhh7n6Zy,2024.09.02,?,jaydafish,talmizrahi1,0-1,2024.09.02,11:32:38,1403,1394,-6,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/keYbGC4j,2024.09.02,?,talmizrahi1,sujay143,0-1,2024.09.02,11:31:07,1400,1406,-6,+6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/TWKURhvF,2024.09.02,?,talmizrahi1,knutav,0-1,2024.09.02,11:28:53,1406,1387,-6,+6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/tFaiRcJ9,2024.09.02,?,Redson1,talmizrahi1,0-1,2024.09.02,11:26:34,1335,1401,-5,+5,Standard,60+0,A01,Time forfeit
Rated bullet game,https://lichess.org/s5WbDW1U,2024.09.02,?,talmizrahi1,Solaguren,1-0,2024.09.02,06:21:14,1396,1365,+5,-5,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/noS5jlP1,2024.09.02,?,talmizrahi1,Bo1898,1-0,2024.09.02,06:16:12,1390,1381,+6,-6,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/gkiUdq0r,2024.09.01,?,Sven1970,talmizrahi1,1-0,2024.09.01,19:40:28,1374,1396,+6,-6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/ciydReSE,2024.09.01,?,super_duper_noob,talmizrahi1,0-1,2024.09.01,19:38:17,1360,1391,-5,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/MD5cq8yd,2024.09.01,?,talmizrahi1,Tagesschau,0-1,2024.09.01,19:36:36,1396,1405,-5,+6,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/ZxSNIlCG,2024.09.01,?,talmizrahi1,dnalreven,1/2-1/2,2024.09.01,19:34:17,1397,1343,-1,+1,Standard,60+0,A03,Time forfeit
Rated bullet game,https://lichess.org/POyfCGBk,2024.09.01,?,konarrrk,talmizrahi1,0-1,2024.09.01,19:33:16,1514,1389,-7,+8,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/EnExscZT,2024.09.01,?,IlCorsaroNero,talmizrahi1,1-0,2024.09.01,19:31:03,1413,1395,+5,-6,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/GouUodLb,2024.09.01,?,talmizrahi1,muroze,1-0,2024.09.01,19:29:07,1391,1291,+4,-4,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/qcq5yxmT,2024.09.01,?,pourya1387,talmizrahi1,0-1,2024.09.01,19:26:49,1478,1383,-7,+8,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/yqjDuk5G,2024.09.01,?,talmizrahi1,gfxrick,0-1,2024.09.01,19:24:22,1390,1304,-7,+9,Standard,60+0,C48,Time forfeit
Rated bullet game,https://lichess.org/7wLD1KRW,2024.09.01,?,talmizrahi1,djslawek81,0-1,2024.09.01,19:22:01,1395,1475,-5,+5,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/spUV8ttS,2024.09.01,?,Joinvillesc,talmizrahi1,0-1,2024.09.01,19:20:02,1376,1389,-5,+6,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/YmgNxgDz,2024.09.01,?,talmizrahi1,Stefano1Ravenna,1-0,2024.09.01,19:18:07,1384,1376,+5,-6,Standard,60+0,C40,Normal
Rated bullet game,https://lichess.org/2LhkCNck,2024.09.01,?,Looking1955,talmizrahi1,0-1,2024.09.01,19:15:45,1368,1378,-6,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/dmFabQHB,2024.09.01,?,CartoonT,talmizrahi1,1-0,2024.09.01,19:13:00,1362,1384,+6,-6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/vJozWx8r,2024.09.01,?,talmizrahi1,vahid1402,0-1,2024.09.01,19:10:36,1389,1409,-5,+5,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/W5HLlAMK,2024.09.01,?,martins07,talmizrahi1,1-0,2024.09.01,19:08:06,1465,1394,+4,-5,Standard,60+0,A00,Normal
Rated bullet game,https://lichess.org/pkY31h6G,2024.09.01,?,stod,talmizrahi1,1-0,2024.09.01,19:05:31,1402,1400,+6,-6,Standard,60+0,B22,Time forfeit
Rated bullet game,https://lichess.org/eVR25D6f,2024.09.01,?,talmizrahi1,birdeyed,1/2-1/2,2024.09.01,19:03:09,1399,1404,+1,+0,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/AA22W02i,2024.09.01,?,SkelpDev,talmizrahi1,0-1,2024.09.01,19:00:28,1389,1394,-5,+5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/qYeNV5Cv,2024.09.01,?,talmizrahi1,alphapunch,0-1,2024.09.01,18:58:22,1399,1414,-5,+7,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/dwSSdwaf,2024.09.01,?,talmizrahi1,PSIXyz,0-1,2024.09.01,18:55:51,1406,1353,-7,+7,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/89KJJJhD,2024.09.01,?,hadsox,talmizrahi1,0-1,2024.09.01,18:53:35,1460,1399,-6,+7,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/HJJi2txS,2024.09.01,?,TemirMalik,talmizrahi1,1-0,2024.09.01,17:12:18,1403,1405,+7,-6,Standard,60+0,B53,Normal
Rated bullet game,https://lichess.org/o3V4sCRK,2024.09.01,?,talmizrahi1,drmagohibr,1-0,2024.09.01,11:41:54,1399,1404,+6,-40,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/sNa2JxtF,2024.09.01,?,hovik2017,talmizrahi1,1-0,2024.09.01,10:59:30,1386,1405,+6,-6,Standard,60+0,B54,Time forfeit
Rated bullet game,https://lichess.org/5pF2rFou,2024.09.01,?,talmizrahi1,AbdelrahmanSG,1-0,2024.09.01,10:57:11,1401,1322,+4,-5,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/NZ8aMn8P,2024.09.01,?,minhnhangheo,talmizrahi1,0-1,2024.09.01,06:56:03,1413,1395,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/oPkjlTx0,2024.09.01,?,talmizrahi1,CoffeeOrNot,0-1,2024.09.01,06:53:16,1400,1388,-5,+6,Standard,60+0,B08,Time forfeit
Rated bullet game,https://lichess.org/VTsdhVg2,2024.09.01,?,talmizrahi1,tanguylb,0-1,2024.09.01,05:32:31,1406,1406,-6,+5,Standard,60+0,B01,Normal
Rated bullet game,https://lichess.org/joHJLX5z,2024.09.01,?,shoyna17,talmizrahi1,0-1,2024.09.01,05:30:02,1407,1400,-6,+6,Standard,60+0,B20,Time forfeit
Rated blitz game,https://lichess.org/3e6ersuI,2024.08.31,?,talmizrahi1,FGsm19,1-0,2024.08.31,20:15:24,1427,1397,+6,-5,Standard,180+0,B30,Normal
Rated blitz game,https://lichess.org/hbuCm5nQ,2024.08.31,?,talmizrahi1,izzy24,0-1,2024.08.31,20:13:26,1434,1427,-7,+6,Standard,180+0,C64,Normal
Rated rapid game,https://lichess.org/u07qnNMV,2024.08.31,?,shamsir,talmizrahi1,0-1,2024.08.31,19:54:37,1531,1519,-6,+17,Standard,600+0,A00,Normal
Rated rapid game,https://lichess.org/uEQhPvC1,2024.08.31,?,talmizrahi1,Gauravsharmaadv,0-1,2024.08.31,19:52:13,1536,1535,-17,+5,Standard,600+0,C62,Normal
Rated blitz game,https://lichess.org/9nODzvWo,2024.08.31,?,Walker15,talmizrahi1,0-1,2024.08.31,19:41:18,1535,1425,-8,+9,Standard,180+0,D20,Time forfeit
Rated bullet game,https://lichess.org/kPms6gTn,2024.08.31,?,leotei,talmizrahi1,0-1,2024.08.31,19:33:48,1466,1393,-7,+7,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/45rZ7rBT,2024.08.31,?,aaaChess_Salud,talmizrahi1,0-1,2024.08.31,19:31:31,1368,1388,-5,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/vL5mWxsx,2024.08.31,?,talmizrahi1,ArminRm,0-1,2024.08.31,19:29:20,1394,1391,-6,+9,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/7zpUR5vT,2024.08.31,?,talmizrahi1,tuni98,1-0,2024.08.31,19:27:39,1389,1336,+5,-4,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/1swwQCq0,2024.08.31,?,electricfalcon,talmizrahi1,1-0,2024.08.31,19:25:23,1445,1393,+5,-4,Standard,60+0,D24,Time forfeit
Rated bullet game,https://lichess.org/kezV2kqT,2024.08.31,?,talmizrahi1,Devilfish74,1-0,2024.08.31,19:23:09,1388,1373,+5,-5,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/mugyeQ55,2024.08.31,?,mizzo2,talmizrahi1,1-0,2024.08.31,19:21:08,1387,1394,+6,-6,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/EVAh7nh9,2024.08.31,?,talmizrahi1,SleepInside,1-0,2024.08.31,19:18:54,1387,1449,+7,-6,Standard,60+0,C47,Time forfeit
Rated bullet game,https://lichess.org/bH22GTMC,2024.08.31,?,D-U-D-E1,talmizrahi1,0-1,2024.08.31,19:16:38,1459,1380,-7,+7,Standard,60+0,B52,Time forfeit
Rated bullet game,https://lichess.org/5wtiho0y,2024.08.31,?,funky78,talmizrahi1,1-0,2024.08.31,19:14:26,1402,1385,+5,-5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/7DmaNzrT,2024.08.31,?,talmizrahi1,osaz24,1-0,2024.08.31,19:12:06,1380,1374,+5,-16,Standard,60+0,C66,Time forfeit
Rated bullet game,https://lichess.org/po8Fouwj,2024.08.31,?,SleepInside,talmizrahi1,1-0,2024.08.31,19:09:52,1439,1385,+5,-5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/MDCjKClx,2024.08.31,?,talmizrahi1,Eleash98,0-1,2024.08.31,19:07:46,1390,1386,-5,+6,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/s8UhzoKZ,2024.08.31,?,EDYNET,talmizrahi1,0-1,2024.08.31,19:05:35,1378,1385,-6,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/iShLoLZS,2024.08.31,?,talmizrahi1,Gabbo85,1-0,2024.08.31,19:03:25,1379,1399,+6,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/8KicqeRa,2024.08.31,?,talmizrahi1,babayaroo,0-1,2024.08.31,19:01:18,1385,1348,-6,+6,Standard,60+0,C40,Time forfeit
Rated bullet game,https://lichess.org/yYzwcORN,2024.08.31,?,talmizrahi1,Yurindes,0-1,2024.08.31,19:00:04,1390,1423,-5,+6,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/6gyTl2Gf,2024.08.31,?,talmizrahi1,isteebuuu5731,1-0,2024.08.31,18:57:51,1386,1500,+4,-330,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/lHVqL3hN,2024.08.31,?,brkkzdmr,talmizrahi1,1-0,2024.08.31,18:55:38,1435,1391,+5,-5,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/h8MLGuoh,2024.08.31,?,wiktor172003,talmizrahi1,0-1,2024.08.31,18:53:34,1401,1385,-6,+6,Standard,60+0,B54,Normal
Rated bullet game,https://lichess.org/lHHH0vPs,2024.08.31,?,zzonderzz641,talmizrahi1,1-0,2024.08.31,14:37:08,1398,1391,+5,-6,Standard,120+1,D03,Normal
Rated bullet game,https://lichess.org/dDlgywAH,2024.08.31,?,AspectNoir,talmizrahi1,1/2-1/2,2024.08.31,13:07:40,1380,1391,+0,+0,Standard,60+0,A43,Normal
Rated bullet game,https://lichess.org/1TwEf0c6,2024.08.31,?,talmizrahi1,marnie_0,0-1,2024.08.31,13:05:39,1398,1335,-7,+7,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/aGtxdIXf,2024.08.31,?,talmizrahi1,Vishu89,1-0,2024.08.31,13:02:08,1393,1331,+5,-5,Standard,60+0,A04,Time forfeit
Rated bullet game,https://lichess.org/SxupL0SA,2024.08.31,?,birdeyed,talmizrahi1,0-1,2024.08.31,13:00:01,1393,1387,-6,+6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/MYLP9d9e,2024.08.31,?,talmizrahi1,Dr_Albers,0-1,2024.08.31,12:58:14,1394,1289,-7,+8,Standard,60+0,C50,Normal
Rated bullet game,https://lichess.org/VOLsueFr,2024.08.31,?,bran3,talmizrahi1,0-1,2024.08.31,12:56:07,1350,1389,-5,+5,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/KXn4rEOb,2024.08.31,?,PedroS88,talmizrahi1,0-1,2024.08.31,12:53:54,1320,1385,-4,+4,Standard,60+0,D02,Time forfeit
Rated bullet game,https://lichess.org/q1I75mFo,2024.08.31,?,talmizrahi1,NegativeTown,1-0,2024.08.31,09:31:40,1379,1370,+6,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/LrAbWerf,2024.08.31,?,talmizrahi1,Matiando,0-1,2024.08.31,08:43:39,1385,1357,-6,+6,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/O7XdZA56,2024.08.30,?,talmizrahi1,AndersonCooper,0-1,2024.08.30,15:44:26,1390,1447,-5,+5,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/eDsInXt2,2024.08.30,?,KEV0301,talmizrahi1,1-0,2024.08.30,15:40:42,1443,1395,+5,-5,Standard,60+0,B20,Time forfeit
Rated bullet game,https://lichess.org/hZ4wRa7x,2024.08.30,?,talmizrahi1,ghdnukk,0-1,2024.08.30,15:37:55,1402,1330,-7,+7,Standard,60+0,C50,Time forfeit
Rated bullet game,https://lichess.org/5djBQpw6,2024.08.30,?,Drunet,talmizrahi1,1-0,2024.08.30,15:36:31,1427,1407,+6,-5,Standard,60+0,A34,Normal
Rated bullet game,https://lichess.org/5CPJ8Ybd,2024.08.30,?,talmizrahi1,rogeramlil,1-0,2024.08.30,15:24:53,1400,1486,+7,-7,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/vGfbTaof,2024.08.30,?,talmizrahi1,Hanumanth_21,0-1,2024.08.30,15:22:41,1404,1509,-4,+9,Standard,60+0,C00,Normal
Rated bullet game,https://lichess.org/C0tKYbiB,2024.08.30,?,HECTOR_JAVIER_11,talmizrahi1,0-1,2024.08.30,12:07:47,1351,1399,-7,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/GyQcXiPL,2024.08.30,?,NerminCorbadzic,talmizrahi1,0-1,2024.08.30,08:47:01,1397,1393,-6,+6,Standard,60+0,D00,Time forfeit
Rated bullet game,https://lichess.org/Vs9e6aHn,2024.08.30,?,talmizrahi1,pato_2019,0-1,2024.08.30,08:44:51,1400,1327,-7,+7,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/Feg6qfkZ,2024.08.30,?,ramin004,talmizrahi1,0-1,2024.08.30,08:05:53,1378,1394,-8,+6,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/fMog8blY,2024.08.30,?,Sarthak2121,talmizrahi1,1-0,2024.08.30,07:02:17,1393,1400,+7,-6,Standard,60+0,D01,Time forfeit
Rated bullet game,https://lichess.org/rWJVi40M,2024.08.29,?,talmizrahi1,tmerle,0-1,2024.08.29,19:59:23,1406,1400,-6,+6,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/ljRK4Zzh,2024.08.29,?,talmizrahi1,gouito,0-1,2024.08.29,19:57:15,1411,1446,-5,+5,Standard,60+0,C02,Time forfeit
Rated bullet game,https://lichess.org/uOTnYoUF,2024.08.29,?,Joinfe,talmizrahi1,1-0,2024.08.29,19:54:40,1383,1417,+6,-6,Standard,60+0,B22,Normal
Rated bullet game,https://lichess.org/PKejP9k7,2024.08.29,?,talmizrahi1,Karatestrength,0-1,2024.08.29,19:33:43,1422,1469,-5,+5,Standard,60+0,C01,Normal
Rated bullet game,https://lichess.org/z3QzbyFb,2024.08.29,?,talmizrahi1,segama,1-0,2024.08.29,19:27:16,1416,1429,+6,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/Cv68kDNQ,2024.08.29,?,Lisztes_Mage,talmizrahi1,0-1,2024.08.29,19:26:32,1342,1412,-5,+4,Standard,60+0,B54,Normal
Rated bullet game,https://lichess.org/9unsmFHK,2024.08.29,?,ElusiveDemon,talmizrahi1,1-0,2024.08.29,19:15:43,1319,1419,+8,-7,Standard,60+0,B56,Time forfeit
Rated bullet game,https://lichess.org/kbFPKjkG,2024.08.29,?,AlexMihailov,talmizrahi1,0-1,2024.08.29,19:11:21,1388,1414,-6,+5,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/hJe0ccgl,2024.08.29,?,talmizrahi1,larbi81,1-0,2024.08.29,19:09:08,1408,1423,+6,-6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/WV8jA6jk,2024.08.29,?,talmizrahi1,stefabeat,0-1,2024.08.29,19:06:09,1413,1356,-5,+125,Standard,60+0,C41,Time forfeit
Rated bullet game,https://lichess.org/zmteTRtg,2024.08.29,?,Pur4b,talmizrahi1,0-1,2024.08.29,19:03:48,1383,1408,-9,+5,Standard,60+0,A02,Time forfeit
Rated bullet game,https://lichess.org/OF9q1gLf,2024.08.29,?,talmizrahi1,KladFox,1-0,2024.08.29,19:01:40,1402,1393,+6,-6,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/WwU5ZCtu,2024.08.29,?,Endura4nc3,talmizrahi1,1-0,2024.08.29,18:59:28,1348,1409,+7,-7,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/5UKHCzGQ,2024.08.29,?,talmizrahi1,Hueter-der-Feste,0-1,2024.08.29,18:57:40,1416,1316,-7,+7,Standard,60+0,C47,Normal
Rated bullet game,https://lichess.org/n4uYpi07,2024.08.29,?,El_Ucraniano,talmizrahi1,1-0,2024.08.29,18:56:22,1377,1422,+6,-6,Standard,60+0,D02,Normal
Rated bullet game,https://lichess.org/hXl3ngks,2024.08.29,?,talmizrahi1,unk_nown,1-0,2024.08.29,18:54:08,1416,1470,+6,-7,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/95fvFyBp,2024.08.29,?,nano_max,talmizrahi1,0-1,2024.08.29,18:51:20,1305,1412,-4,+4,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/fBx5fpCT,2024.08.29,?,xavitorres,talmizrahi1,0-1,2024.08.29,18:46:30,1401,1406,-7,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/g5laOzVe,2024.08.29,?,talmizrahi1,Al-Kaabi-88,0-1,2024.08.29,18:20:51,1412,1356,-6,+6,Standard,60+0,B00,Time forfeit
Rated bullet game,https://lichess.org/0hH6jzIT,2024.08.29,?,talmizrahi1,Frozesteinn,1-0,2024.08.29,18:18:24,1407,1393,+5,-6,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/307LksTF,2024.08.29,?,remzialperen,talmizrahi1,0-1,2024.08.29,18:15:29,1397,1401,-6,+6,Standard,60+0,B23,Time forfeit
Rated bullet game,https://lichess.org/A77k4Rmn,2024.08.29,?,ATO_VT17,talmizrahi1,0-1,2024.08.29,18:11:57,1317,1397,-4,+4,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/gKOeoLJA,2024.08.29,?,talmizrahi1,CKturio,1-0,2024.08.29,18:09:41,1391,1390,+6,-6,Standard,60+0,A05,Normal
Rated bullet game,https://lichess.org/tnXxhtIM,2024.08.29,?,talmizrahi1,Schachgott420,0-1,2024.08.29,18:04:49,1397,1371,-6,+8,Standard,60+0,C42,Time forfeit
Rated bullet game,https://lichess.org/UVYYzmlR,2024.08.29,?,talmizrahi1,robertaitis,0-1,2024.08.29,17:44:56,1404,1344,-7,+6,Standard,60+0,B06,Normal
Rated bullet game,https://lichess.org/b6RhzYtm,2024.08.29,?,Terracina55,talmizrahi1,1-0,2024.08.29,17:20:38,1400,1410,+6,-6,Standard,60+0,B20,Normal
Rated bullet game,https://lichess.org/7TA85NWE,2024.08.29,?,satulosabes,talmizrahi1,0-1,2024.08.29,17:14:44,1406,1404,-6,+6,Standard,60+0,D20,Time forfeit
Rated bullet game,https://lichess.org/mX6vek2R,2024.08.29,?,talmizrahi1,PIPLOPUS,1-0,2024.08.29,17:13:07,1398,1416,+6,-23,Standard,60+0,B50,Normal
Rated blitz game,https://lichess.org/vMrg9nxF,2024.08.29,?,talmizrahi1,srthrmkn,0-1,2024.08.29,17:08:17,1433,1360,-8,+6,Standard,180+0,C00,Normal
Rated rapid game,https://lichess.org/fxaaCsCc,2024.08.29,?,Janne1903,talmizrahi1,1-0,2024.08.29,16:53:23,1547,1554,+6,-18,Standard,600+0,D00,Normal
Rated bullet game,https://lichess.org/NBZ5Y4bo,2024.08.29,?,PPapler,talmizrahi1,1-0,2024.08.29,16:50:00,1418,1403,+5,-5,Standard,60+0,B23,Normal
Rated bullet game,https://lichess.org/rUSECceO,2024.08.29,?,Humsterchess,talmizrahi1,0-1,2024.08.29,16:29:40,1366,1398,-5,+5,Standard,60+0,B53,Time forfeit
Rated bullet game,https://lichess.org/jsYmufGU,2024.08.29,?,talmizrahi1,Ecome,1-0,2024.08.29,16:27:25,1393,1384,+5,-6,Standard,60+0,B10,Time forfeit
Rated bullet game,https://lichess.org/dgtVjTXD,2024.08.29,?,talmizrahi1,radu25,0-1,2024.08.29,16:25:04,1400,1285,-7,+8,Standard,60+0,B01,Time forfeit
Rated bullet game,https://lichess.org/EQOQ2vFV,2024.08.29,?,janabai,talmizrahi1,0-1,2024.08.29,16:22:48,1431,1394,-7,+6,Standard,60+0,A00,Time forfeit
Rated bullet game,https://lichess.org/ZhbIfbtr,2024.08.29,?,talmizrahi1,xxBMxx,0-1,2024.08.29,13:31:02,1399,1389,-5,+6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/hCBWVTRa,2024.08.29,?,Maquinaria,talmizrahi1,1-0,2024.08.29,13:29:59,1338,1406,+7,-7,Standard,60+0,A34,Normal
Rated bullet game,https://lichess.org/dvhehAdF,2024.08.29,?,Exaliber,talmizrahi1,1-0,2024.08.29,13:28:27,1503,1410,+4,-4,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/xqrNWYrZ,2024.08.29,?,talmizrahi1,ChunXH,0-1,2024.08.29,11:50:05,1418,1325,-8,+7,Standard,60+0,B30,Time forfeit
Rated bullet game,https://lichess.org/NhL0XmU9,2024.08.29,?,Xerenxerxes,talmizrahi1,1-0,2024.08.29,11:47:57,1504,1422,+4,-4,Standard,60+0,B50,Time forfeit
Rated bullet game,https://lichess.org/K0tIYgpy,2024.08.29,?,talmizrahi1,Tibsirikiki,1-0,2024.08.29,11:45:39,1416,1450,+6,-6,Standard,60+0,C00,Time forfeit
Rated bullet game,https://lichess.org/m1gyLpDe,2024.08.29,?,talmizrahi1,abdelmoumen_dz,0-1,2024.08.29,10:03:15,1422,1399,-6,+6,Standard,60+0,B06,Time forfeit
Rated bullet game,https://lichess.org/dqFRkAHe,2024.08.29,?,m_khh2024,talmizrahi1,0-1,2024.08.29,10:00:34,1500,1418,-300,+4,Standard,60+0,B21,Time forfeit
Rated bullet game,https://lichess.org/CmMCdXYA,2024.08.29,?,hegman12,talmizrahi1,1-0,2024.08.29,09:59:54,1356,1425,+7,-7,Standard,60+0,B50,Normal
Rated bullet game,https://lichess.org/l94Fnm8Z,2024.08.29,?,garik7777,talmizrahi1,1-0,2024.08.29,09:55:55,1442,1430,+6,-5,Standard,60+0,D00,Normal
Rated bullet game,https://lichess.org/xYwQ3nZN,2024.08.29,?,talmizrahi1,Timofeyushka,0-1,2024.08.29,09:53:42,1436,1452,-6,+6,Standard,60+0,B00,Time forfeit
